v_products_model,v_products_image,v_products_name_1,v_products_description_1,v_products_url_1,v_specials_price,v_specials_last_modified,v_specials_expires_date,v_products_price,v_products_weight,v_last_modified,v_date_added,v_products_quantity,v_manufacturers_name,v_categories_name_1,v_categories_name_2,v_categories_name_3,v_categories_name_4,v_categories_name_5,v_categories_name_6,v_categories_name_7,v_tax_class_title,v_status,v_metatags_products_name_status,v_metatags_title_status,v_metatags_model_status,v_metatags_price_status,v_metatags_title_tagline_status,v_metatags_title_1,v_metatags_keywords_1,v_metatags_description_1
Sexy Pajamas 069,sexylingerie-us/sexylingerie/2254.jpg,Blue Lace Keyhole Chemise,"Product Name: <strong>Blue Lace Keyhole Chemise</strong><br>
Colors: Black/Blue<br>
Sizes: One Size Fits Most<br>
Materials: 90% Nylon+10% Spandex<br>
Feature: Blue lace, keyhole front chemise with leather triangle cups, scoop back, adjustable straps, matching thong and blindfold.

",,20.4,,0001-01-01,34,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 070,sexylingerie-us/sexylingerie/2255.jpg,Sheer & Low Rise Lace Pajamas,"Product Name: <strong>Sheer & Low Rise Lace Pajamas</strong><br>
Colors: Fushia/Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ lace<br>
Feature: romantic cami reveal its sexy side with black lace and overlay fushia sheer & low rise boyshort.

",,28.2,,0001-01-01,47,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 071,sexylingerie-us/sexylingerie/2256.jpg,White Lace Pierced Bodydoll,"Product Name: <strong>White Lace Pierced Bodydoll</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Lace<br>
Feature: white Lace Pierced Bodydoll.

",,39,,0001-01-01,65,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 072,sexylingerie-us/sexylingerie/2258.jpg,Blue Wizard Badydoll Lingerie,"Product Name: <strong>Blue Wizard Badydoll Lingerie</strong><br>
Colors: Blue<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Blue Wizard Badydoll Lingerie.

",,30,,0001-01-01,50,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 073,sexylingerie-us/sexylingerie/2266.jpg,Sexy Halter Pink Badydoll,"Product Name: <strong>Sexy Halter Pink Badydoll</strong><br>
Colors: Pink<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Soft and Sexy Badydoll Ring Halter Neck Tie.

",,24,,0001-01-01,40,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 074,sexylingerie-us/sexylingerie/2277.jpg,Sheer Pleated Babydoll with G-string,"Product Name: <strong>Sheer Pleated Babydoll with G-string</strong><br>
Colors: Blue<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Sheer Pleated Babydoll with G-string.

",,24,,0001-01-01,40,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 075,sexylingerie-us/sexylingerie/2278.jpg,Getting Ripped Lingerie with G-string,"Product Name: <strong>Getting Ripped Lingerie with G-string</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Getting Ripped Lingerie with G-string.

",,30,,0001-01-01,50,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 076,sexylingerie-us/sexylingerie/2280.jpg,Madeleine Printed Lace and Microfiber Chemise,"Product Name: <strong>Madeleine Printed Lace and Microfiber Chemise</strong><br>
Colors: Purple<br>
Sizes: One Size Fits Most<br>
Materials: Lace+Acrylic<br>
Feature: Madeleine printed, microfiber, lace chemise with halter neckline, ribbon and lace trim, matching eye mask and thong.

",,31.8,,0001-01-01,53,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 077,sexylingerie-us/sexylingerie/2291.jpg,Lace Dress With Gloves and G-string,"Product Name: <strong>Lace Dress With Gloves and G-string</strong><br>
Colors: Black/Pink<br>
Sizes: One Size Fits Most<br>
Materials: Lace+Acrylic<br>
Feature: Lace Dress With Gloves and G-string.

",,40.2,,0001-01-01,67,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 078,sexylingerie-us/sexylingerie/2296.jpg,Heart-shaped Print Babydoll With G-string,"Product Name: <strong>Heart-shaped Print Babydoll With G-string</strong><br>
Colors: White/Red<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Heart-shaped Print Babydoll With G-string.

",,28.2,,0001-01-01,47,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 079,sexylingerie-us/sexylingerie/2297.jpg,Christelle Lace Badydoll With G-string,"Product Name: <strong>Christelle Lace Badydoll With G-string</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Lace<br>
Feature: Christelle Lace Badydoll With G-string.

",,27.6,,0001-01-01,47,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 080,sexylingerie-us/sexylingerie/2298.jpg,TATIANA Chemise Sexy With G-string,"Product Name: <strong>TATIANA Chemise Sexy With G-string</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: TATIANA Chemise Sexy With G-string.

",,20.4,,0001-01-01,34,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 081,sexylingerie-us/sexylingerie/2299.jpg,Ruffle Lace Babydoll Matching Thong,"Product Name: <strong>Ruffle Lace Babydoll Matching Thong</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: 80% Polyester+20% Spandex<br>
Feature: You'll be their eye candy in this romantic, lace front babydoll with built-in underwire and padding, adjustable straps, satin bow detail, ruffle trim and hem, mesh tie back with keyhole cut out and matching thong.
",,26.4,,0001-01-01,44,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 082,sexylingerie-us/sexylingerie/2300.jpg,Halter Embroidered Bodydoll with Thong,"Product Name: <strong>Halter Embroidered Bodydoll with Thong</strong><br>
Colors: Black/Pink<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Lace<br>
Feature: Embroidered Bodydoll with Thong with Ring Halter Neck Tie.

",,24,,0001-01-01,40,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 083,sexylingerie-us/sexylingerie/2301.jpg,Peek A Boo Babydoll With G-string,"Product Name: <strong>Peek A Boo Babydoll With G-string</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ satin<br>
Feature: Peek A Boo Babydoll With G-string.

",,26.4,,0001-01-01,44,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 084,sexylingerie-us/sexylingerie/4008.jpg,Sheer Pink and Black Bikini,"Product Name: <strong>Sheer Pink and Black Bikini</strong><br>
Colors: Pink/Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Sheer Pink and Black Bikini.

",,24,,0001-01-01,40,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 085,sexylingerie-us/sexylingerie/4083.jpg,Sexy Embroidered Hearts Lingerie,"Product Name: <strong>Sexy Embroidered Hearts Lingerie</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Valentine's Day sexy lingerie with Embroidered Hearts Includes Matching Thong.

",,18.6,,0001-01-01,31,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 086,sexylingerie-us/sexylingerie/2016-1.jpg,White Siren-worthy Shape Lavished Chemise with Panty,"Product Name: <strong>White Siren-worthy Shape Lavished Chemise with Panty</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Siren-worthy shape lavished with embroidery, beading and sequins for a night in or out. Ties at neck. Matching panty.

",,27.6,,0001-01-01,46,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 087,sexylingerie-us/sexylingerie/2016-2.jpg,Black Siren-worthy Shape Lavished Chemise with Panty,"Product Name: <strong>Black Siren-worthy Shape Lavished Chemise with Panty</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Black Siren-worthy Shape Lavished Chemise with Panty.

",,27.6,,0001-01-01,46,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 088,sexylingerie-us/sexylingerie/2044-2.jpg,Shine and Sequin Chemise with Silk Panty,"Product Name: <strong>Shine and Sequin Chemise with Silk Panty</strong><br>
Colors: Purple<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Turns up the shine with sequin embellishment. Ties at neck. Empire waist. Side slits. Matching silk panty.

",,25.2,,0001-01-01,42,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 089,sexylingerie-us/sexylingerie/2049-1.jpg,White 2PC Dremy Girl with Lace Boyshort,"Product Name: <strong>White 2PC Dremy Girl with Lace Boyshort</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 2PC Dremy Girl- Emphasize cleavages on a dreamy cami with padded cups sweetend with spotted hearts trimmed in lace. Lace up side boyshort exudes charm.

",,28.8,,0001-01-01,48,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 090,sexylingerie-us/sexylingerie/2049-2.jpg,Black 2PC Dremy Girl with Lace Boyshort,"Product Name: <strong>Black 2PC Dremy Girl with Lace Boyshort</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 2PC Dremy Girl- Emphasize cleavages on a dreamy cami with padded cups sweetend with spotted hearts trimmed in lace. Lace up side boyshort exudes charm.?",,28.8,,0001-01-01,48,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 091,sexylingerie-us/sexylingerie/2062-2.jpg,Black V-Neck Babydoll,"Product Name: <strong>Black V-Neck Babydoll</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: V-Neck Babydoll.

",,27.6,,0001-01-01,46,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 092,sexylingerie-us/sexylingerie/2063-1.jpg,Blue Multi-fibre Halter Babydoll with G-String,"Product Name: <strong>Blue Multi-fibre Halter Babydoll with G-String</strong><br>
Colors: Blue<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: This gorgeous item is a multi-fibre baby doll with halter-neck. It has gently waist-slimming back which is tied with a bow and the bust is held with embroidered stretch lace, whilst the skirt below flows in chiffon. The ensemble includes matching G-string in the available.

",,20.4,,0001-01-01,34,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 093,sexylingerie-us/sexylingerie/2063-2.jpg,Pink Multi-fibre Halter Babydoll with G-String,"Product Name: <strong>Pink Multi-fibre Halter Babydoll with G-String</strong><br>
Colors: Pink<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: This gorgeous item is a multi-fibre baby doll with halter-neck. It has gently waist-slimming back which is tied with a bow and the bust is held with embroidered stretch lace, whilst the skirt below flows in chiffon. The ensemble includes matching G-string in the available.

",,20.4,,0001-01-01,34,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 094,sexylingerie-us/sexylingerie/2063-3.jpg,Purple Multi-fibre Halter Babydoll with G-String,"Product Name: <strong>Purple Multi-fibre Halter Babydoll with G-String</strong><br>
Colors: Purple<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: This gorgeous item is a multi-fibre baby doll with halter-neck. It has gently waist-slimming back which is tied with a bow and the bust is held with embroidered stretch lace, whilst the skirt below flows in chiffon. The ensemble includes matching G-string in the available.

",,20.4,,0001-01-01,34,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 095,sexylingerie-us/sexylingerie/2093-2.jpg,Sexy Halter Black Chemise,"Product Name: <strong>Sexy Halter Black Chemise</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Swim Fabric<br>
Feature: Sexy Black Chemise with Metal Ring Halter Tie.

",,22.8,,0001-01-01,38,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 096,sexylingerie-us/sexylingerie/2110.jpg,White Empire Waist Satin Bow with Panty,"Product Name: <strong>White Empire Waist Satin Bow with Panty</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Gets grown-up glamour in georgette. Adjustable straps. Empire waist with satin bow. Matching silk panty.

",,25.2,,0001-01-01,42,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 097,sexylingerie-us/sexylingerie/2110-3-3.jpg,Red Empire Waist Satin Bow with Panty,"Product Name: <strong>Red Empire Waist Satin Bow with Panty</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Gets grown-up glamour in georgette. Adjustable straps. Empire waist with satin bow. Matching silk panty.

",,25.2,,0001-01-01,42,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 098,sexylingerie-us/sexylingerie/2110-4-2.jpg,Blue Empire Waist Satin Bow with Panty,"Product Name: <strong>Blue Empire Waist Satin Bow with Panty</strong><br>
Colors: Blue<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Gets grown-up glamour in georgette. Adjustable straps. Empire waist with satin bow. Matching silk panty.

",,25.2,,0001-01-01,42,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 099,sexylingerie-us/sexylingerie/2142-1.jpg,Sexy Embroidered Satin Pajamas with Belt 01,"Product Name: <strong>Sexy Embroidered Satin Pajamas with Belt 01</strong><br>
Colors: Black/White<br>
Sizes: One Size Fits Most<br>
Materials: Satin<br>
Feature: Sexy Embroidered Satin Pajamas with Belt.

",,41.4,,0001-01-01,69,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 100,sexylingerie-us/sexylingerie/2142-2.jpg,Sexy Embroidered Satin Pajamas with Belt 02,"Product Name: <strong>Sexy Embroidered Satin Pajamas with Belt 02</strong><br>
Colors: Black/Yellow<br>
Sizes: One Size Fits Most<br>
Materials: Satin<br>
Feature: Sexy Embroidered Satin Pajamas with Belt.

",,41.4,,0001-01-01,69,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 101,sexylingerie-us/sexylingerie/2167-1.jpg,Pink Ruffled Lace Babydoll with G-string,"Product Name: <strong>Pink Ruffled Lace Babydoll with G-string</strong><br>
Colors: Pink<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Pink Ruffled Lace Babydoll with G-string.

",,33,,0001-01-01,55,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 102,sexylingerie-us/sexylingerie/2167-2.jpg,Black Ruffled Lace Babydoll with G-string,"Product Name: <strong>Black Ruffled Lace Babydoll with G-string</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Black Ruffled Lace Babydoll with G-string.

",,33,,0001-01-01,55,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 103,sexylingerie-us/sexylingerie/2210.jpg,Elegant and Sexy Badydoll with G-string,"Product Name: <strong>Elegant and Sexy Badydoll with G-string</strong><br>
Colors: Pink<br>
Sizes: One Size Fits Most<br>
Materials: Lace+Acrylic<br>
Feature: Elegant and Sexy Badydoll with G-string.

",,32.4,,0001-01-01,54,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 107,sexylingerie-us/sexylingerie/2211-1.jpg,Tulip Cuff Long Sleeve Overcoat with Sheer Thong,"Product Name: <strong>Tulip Cuff Long Sleeve Overcoat with Sheer Thong</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Lace<br>
Feature: Underwire cups and adjustable straps. Tulip cuff long sleeve overcoat with sheer thong.

",,40.2,,0001-01-01,67,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 108,sexylingerie-us/sexylingerie/2235-1.jpg,White and Pink Ruffled Lace Babydoll with G-string,"Product Name: <strong>White and Pink Ruffled Lace Babydoll with G-string</strong><br>
Colors: White/Pink<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Lace<br>
Feature: White and Pink Ruffled Lace Babydoll with G-string.

",,21.6,,0001-01-01,36,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 109,sexylingerie-us/sexylingerie/2235-2-4.jpg,Black and White Ruffled Lace Babydoll with G-string,"Product Name: <strong>Black and White Ruffled Lace Babydoll with G-string</strong><br>
Colors: Black/White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Lace<br>
Feature: Black and White Ruffled Lace Babydoll with G-string.

",,21.6,,0001-01-01,36,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 110,sexylingerie-us/sexylingerie/2251-2.jpg,Stretch Lace Ribbon Tie Chemise with Panty,"Product Name: <strong>Stretch Lace Ribbon Tie Chemise with Panty</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ lace<br>
Feature: stretch lace ribbon tie front halter chemise with matching crotchless bow back panty.

",,21,,0001-01-01,35,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 111,sexylingerie-us/sexylingerie/2257-1.jpg,Yellow Lace Pierced Bodydoll With G-string,"Product Name: <strong>Yellow Lace Pierced Bodydoll With G-string</strong><br>
Colors: Yellow<br>
Sizes: One Size Fits Most<br>
Materials: Lace<br>
Feature: Yellow Lace Pierced Bodydoll With G-string.

",,38.4,,0001-01-01,64,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 112,sexylingerie-us/sexylingerie/2261-11.jpg,White Lace Lingerie Dress with G-string,"Product Name: <strong>White Lace Lingerie Dress with G-string</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Lace+Acrylic<br>
Feature: Lace Lingerie Dress, Tube Top Covered by a Sheer Halter Neckline Draping Toward a Wide Lace Banding. Includes Matching G-String.
",,24,,0001-01-01,40,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 113,sexylingerie-us/sexylingerie/2261-2.jpg,Black Lace Lingerie Dress with G-string,"Product Name: <strong>Black Lace Lingerie Dress with G-string</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Lace+Acrylic<br>
Feature: Black Lace Lingerie Dress with G-string.

",,24,,0001-01-01,40,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 114,sexylingerie-us/sexylingerie/2281-2.jpg,Fashion Ruffle Badydoll Lingerie,"Product Name: <strong>Fashion Ruffle Badydoll Lingerie</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Fashion Ruffle Badydoll Lingerie.

",,26.4,,0001-01-01,44,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 115,sexylingerie-us/sexylingerie/2282-3.jpg,Sexy Red Lace Lingerie Dress,"Product Name: <strong>Sexy Red Lace Lingerie Dress</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ lace<br>
Feature: Sexy Red Lace Lingerie Dress.

",,25.2,,0001-01-01,42,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 116,sexylingerie-us/sexylingerie/3002-1.jpg,Sexy Oriental Teddy with G-string,"Product Name: <strong>Sexy Oriental Teddy with G-string</strong><br>
Colors: White<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Oriental Teddy.

",,24.6,,0001-01-01,41,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 117,sexylingerie-us/sexylingerie/3041-2.jpg,Open Bra and Crotch Tattoo Teddy,"Product Name: <strong>Open Bra and Crotch Tattoo Teddy</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Open bra and crotch teddy with dramatic silver pattern on nude mesh with a floating ""tattoo"" effect. Very erotic. Bow details.

",,25.2,,0001-01-01,42,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 118,sexylingerie-us/sexylingerie/6011-1.jpg,Spanish Black Rose Lace Long Dress with G-string,"Product Name: <strong>Spanish Black Rose Lace Long Dress with G-string</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Spanish rose lace long dress with satin ribbon lace up side, includes g-string.

",,29.4,,0001-01-01,49,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 119,sexylingerie-us/sexylingerie/6011-2.jpg,Spanish Purple Rose Lace Long Dress with G-string,"Product Name: <strong>Spanish Purple Rose Lace Long Dress with G-string</strong><br>
Colors: Purple<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Spanish rose lace long dress with satin ribbon lace up side, includes g-string.

",,29.4,,0001-01-01,49,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 120,sexylingerie-us/sexylingerie/6011-3.jpg,Spanish Pink Rose Lace Long Dress with G-string,"Product Name: <strong>Spanish Pink Rose Lace Long Dress with G-string</strong><br>
Colors: Pink<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Spanish rose lace long dress with satin ribbon lace up side, includes g-string.

",,29.4,,0001-01-01,49,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 121,sexylingerie-us/sexylingerie/6019-1.jpg,Sheer Brown Flyaway Night Gown with G-string,"Product Name: <strong>Sheer Brown Flyaway Night Gown with G-string</strong><br>
Colors: Brown<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Sheer flyaway night gown with lace soft cups and adjustable bra straps. Lace g-string.
",,37.8,,0001-01-01,63,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 122,sexylingerie-us/sexylingerie/6019-2.jpg,Sheer Rose Flyaway Night Gown with G-string,"Product Name: <strong>Sheer Rose Flyaway Night Gown with G-string</strong><br>
Colors: Rose <br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Sheer flyaway night gown with lace soft cups and adjustable bra straps. Lace g-string.
",,37.8,,0001-01-01,63,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 123,sexylingerie-us/sexylingerie/6026-1.jpg,Sheer Lace Flyaway Night Gown with G-string 01,"Product Name: <strong>Sheer Lace Flyaway Night Gown with G-string</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Sheer Lace Flyaway Night Gown with G-string.

",,26.4,,0001-01-01,44,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 124,sexylingerie-us/sexylingerie/6026-2.jpg,Sheer Lace Flyaway Night Gown with G-string,"Product Name: <strong>Sheer Lace Flyaway Night Gown with G-string 01</strong><br>
Colors: Red<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: Sheer Lace Flyaway Night Gown with G-string.

",,26.4,,0001-01-01,44,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
Sexy Pajamas 125,sexylingerie-us/sexylingerie/6061-2.jpg,3PC Coup de foudre Black Dress,"Product Name: <strong>3PC Coup de foudre Black Dress</strong><br>
Colors: Black<br>
Sizes: One Size Fits Most<br>
Materials: Acrylic+ Spandex<br>
Feature: 3PC Coup de foudre dress sheer flyaway with laced cups. satin waist matching thong comes with garters. high slit open back with adjustable hooks.

",,32.4,,0001-01-01,54,0,2012-8-8 3:42,2012-8-8 3:42,488,,Sexy Pajamas,,,,,,,--none--,1,0,1,0,1,0
